date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:32:31	91514/91514	---M-Z	200	added ('OK')	text/javascript	etag:%220954d3e190bd3f089872c4b0798c8b40%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-22ed584d99d9b83d-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-22ed584d99d9b83d-min.en-US.js	(from https://www.alexbecker.gg/)
13:32:33	857780/857780	---M-Z	200	added ('OK')	text/javascript	etag:%2295e588ae39cdec31508f47e3cc14a6d4%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6f2a1f6ec9a41489-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-6f2a1f6ec9a41489-min.en-US.js	(from https://www.alexbecker.gg/)
13:32:35	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Oct%202025%2005:32:25%20GMT	https://p.typekit.net/	C:/My%20Web%20Sites/dapp/scratchforms/becker/p.typekit.net/index.html	(from https://www.alexbecker.gg/)
13:32:39	245912/245912	---M-Z	200	added ('OK')	text/javascript	etag:%2271fa227a435b24aec95da4f5e620f00f%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js	(from https://www.alexbecker.gg/)
13:32:44	105931/105931	---M-Z	200	added ('OK')	text/javascript	etag:%22b694b3681b431d3216144d671f415aec%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-3d30d8ec3f184f53-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/user-account-core-3d30d8ec3f184f53-min.en-US.js	(from https://www.alexbecker.gg/)
13:32:45	2301/2301	---M-Z	200	added ('OK')	text/css	etag:%22ea4d6f97f8c773fc5b639074d275c7a6%22	http://assets.squarespace.com/universal/styles-compressed/user-account-core-fe5c190ea7c4282d-min.en-US.css	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/styles-compressed/user-account-core-fe5c190ea7c4282d-min.en-US.css	(from https://www.alexbecker.gg/)
13:32:45	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2029%20Oct%202025%2005:32:25%20GMT	https://use.typekit.net/	C:/My%20Web%20Sites/dapp/scratchforms/becker/use.typekit.net/index.html	(from https://www.alexbecker.gg/)
13:32:48	29214/29214	---M-Z	200	added ('OK')	text/javascript	etag:%22b9124b40853e627d2301b9a614173d6b%22	http://assets.squarespace.com/universal/scripts-compressed/performance-5df927ea2275cb8d-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/performance-5df927ea2275cb8d-min.en-US.js	(from https://www.alexbecker.gg/)
13:32:52	1544003/1544003	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20Oct%202025%2005:32:45%20GMT	https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css	C:/My%20Web%20Sites/dapp/scratchforms/becker/static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css	(from https://www.alexbecker.gg/)
13:32:54	58201/58201	---M-Z	200	added ('OK')	application/javascript	etag:%2276a4a1b90eaf763f4a6ebf05f1de741a+gzip+gzip%22	https://static.ads-twitter.com/uwt.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/static.ads-twitter.com/uwt.js	(from https://www.alexbecker.gg/)
13:32:59	333430/333430	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Oct%202025%2005:32:54%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/connect.facebook.net/en_US/fbevents.js	(from https://www.alexbecker.gg/)
13:33:03	436458/436458	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20Oct%202025%2005:32:59%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1761320932483-K8SZQ0RD368CXZIE5HY9/static.css	C:/My%20Web%20Sites/dapp/scratchforms/becker/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/versioned-assets/1761320932483-K8SZQ0RD368CXZIE5HY9/static.css	(from https://www.alexbecker.gg/)
13:33:07	82645/82645	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Oct%202025%2005:33:04%20GMT	https://www.alexbecker.gg/cart	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.alexbecker.gg/cart.html	(from https://www.alexbecker.gg/)
13:33:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Oct%202025%2005:33:07%20GMT	http://www.w3.org/2000/svg	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.w3.org/2000/svg.14.delayed	(from https://www.alexbecker.gg/)
13:33:08	728189/728189	---M-Z	200	added ('OK')	text/javascript	etag:%22cfa83b46b829dc7ad4c653efda7f7914%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-71a7d19d6ccc13d0-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/common-vendors-71a7d19d6ccc13d0-min.en-US.js	(from https://www.alexbecker.gg/)
13:33:08	1515/1515	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2023:44:06%20GMT	https://www.w3.org/2000/svg	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.w3.org/2000/svg.html	(from https://www.alexbecker.gg/)
13:33:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Oct%202025%2005:33:08%20GMT	http://www.w3.org/2000/symbol	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.w3.org/2000/symbol.16.delayed	(from https://www.alexbecker.gg/)
13:33:10	6803/6803	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Jan%202025%2021:48:19%20GMT	https://www.w3.org/2000/symbol	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.w3.org/2000/symbol	(from https://www.alexbecker.gg/)
13:33:12	90940/90940	---M-Z	200	added ('OK')	text/html	etag:W/%229045259c05b7ef7fe9135de5b63fcdf3--gzip%22	https://www.alexbecker.gg/meme-updates-1	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.alexbecker.gg/meme-updates-1.html	(from https://www.alexbecker.gg/)
13:33:13	129039/129039	---M-Z	200	added ('OK')	text/html	etag:W/%224dfcfa352ccf00b3020fc21d72ec8f93%22	https://www.alexbecker.gg/meme-updates	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.alexbecker.gg/meme-updates.html	(from https://www.alexbecker.gg/)
13:33:33	1449379/1449379	---M-Z	200	added ('OK')	text/javascript	etag:%22e7beaa6f4ff029f0146daf61cdd2d457%22	http://assets.squarespace.com/universal/scripts-compressed/common-1c68904514616181-min.en-US.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/scripts-compressed/common-1c68904514616181-min.en-US.js	(from https://www.alexbecker.gg/)
13:33:34	869517/869517	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Oct%202025%2005:33:14%20GMT	https://www.instagram.com/4am.becker/	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.instagram.com/4am.becker/index.html	(from https://www.alexbecker.gg/)
13:33:34	335397/335397	---MC-	200	added ('OK')	application/javascript	date:Wed,%2029%20Oct%202025%2003:00:00%20GMT	https://www.googletagmanager.com/gtag/js?id=AW-16849789281	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.googletagmanager.com/gtag/jsf52c	(from https://www.alexbecker.gg/)
13:33:35	1213599/1213599	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Oct%202025%2005:33:15%20GMT	https://www.youtube.com/channel/UCKQvGU-qtjEthINeViNbn6A	C:/My%20Web%20Sites/dapp/scratchforms/becker/www.youtube.com/channel/UCKQvGU-qtjEthINeViNbn6A.html	(from https://www.alexbecker.gg/)
13:33:35	338431/338431	---M--	200	added ('OK')	image/png	etag:CImyj5raiIsDEAE=	https://images.squarespace-cdn.com/content/v1/67908ea0c7c32915cad16c6a/e06de0b4-0aa0-496d-a0df-b462b90f793d/GhzojivXsAAzpmx.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/images.squarespace-cdn.com/content/v1/67908ea0c7c32915cad16c6a/e06de0b4-0aa0-496d-a0df-b462b90f793d/GhzojivXsAAzpmx.png	(from https://www.alexbecker.gg/)
13:33:36	131756/131756	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Oct%202025%2005:33:35%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.b5b3fbf6826f9d2f8a86db2c7d2e44ab.js	C:/My%20Web%20Sites/dapp/scratchforms/becker/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.b5b3fbf6826f9d2f8a86db2c7d2e44ab.js	(from https://www.alexbecker.gg/)
13:33:36	0/0	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Oct%202025%2005:33:36%20GMT	https://images.squarespace-cdn.com/robots.txt		(from https://www.alexbecker.gg/)
13:33:36	1/1	---M--	200	added ('OK')	text/plain	etag:%2268a4bb6c-1%22	https://use.typekit.net/robots.txt		(from https://www.alexbecker.gg/)
13:33:37	146/146	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Oct%202025%2005:33:37%20GMT	https://p.typekit.net/robots.txt		(from https://www.alexbecker.gg/)
13:33:37	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Oct%202025%2005:33:37%20GMT	https://fonts.gstatic.com/robots.txt		(from https://www.alexbecker.gg/)
13:33:38	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2029%20Oct%202025%2005:33:38%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.alexbecker.gg/)
13:33:38	180524/180524	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:34:32%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiDyp8kv8JHgFVrJJLm21llEA.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiDyp8kv8JHgFVrJJLm21llEA.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:38	178112/178112	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:34:20%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiGyp8kv8JHgFVrJJLedw.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiGyp8kv8JHgFVrJJLedw.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:39	172720/172720	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:34:03%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiDyp8kv8JHgFVrJJLmy15lEA.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiDyp8kv8JHgFVrJJLmy15lEA.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:39	156188/156188	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:33:44%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiByp8kv8JHgFVrLDz8V1s.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiByp8kv8JHgFVrLDz8V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:39	154628/154628	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:34:46%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiEyp8kv8JHgFVrFJA.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiEyp8kv8JHgFVrFJA.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:40	152860/152860	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:36:31%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiByp8kv8JHgFVrLGT9V1s.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiByp8kv8JHgFVrLGT9V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:41	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:41	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:41	150292/150292	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2015%20Sep%202025%2016:35:11%20GMT	https://fonts.gstatic.com/s/poppins/v24/pxiByp8kv8JHgFVrLCz7V1s.ttf	C:/My%20Web%20Sites/dapp/scratchforms/becker/fonts.gstatic.com/s/poppins/v24/pxiByp8kv8JHgFVrLCz7V1s.ttf	(from https://fonts.googleapis.com/css2?family=Poppins:ital,wght@0,300;0,400;0,500;0,700;1,300;1,400;1,700)
13:33:43	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:44	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:44	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:44	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:44	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:45	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:45	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:45	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:45	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:46	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:46	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:46	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:46	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:46	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:47	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Oct%202025%2005:33:47%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:48	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:48	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2029%20Oct%202025%2005:33:48%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:49	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
13:33:50	6788/6788	---M-Z	200	added ('OK')	text/plain	etag:%222a5b5a2d9473fa42d80ed3ef69d9e2a1%22	https://assets.squarespace.com/universal/fonts/squarespace-ui-font.eot	C:/My%20Web%20Sites/dapp/scratchforms/becker/assets.squarespace.com/universal/fonts/squarespace-ui-font.eot	(from https://static1.squarespace.com/static/versioned-site-css/67908ea0c7c32915cad16c6a/5/5c5a519771c10ba3470d8101/67908ea0c7c32915cad16c73/1699/site.css)
